,Unnamed: 0,id,train_seed,test_seed,train_size,test_size,v,target_tree_size,source_tree_size,epochs,decay_factor,alpha_0,test_rmse,setting_id,rank,total_rank
1771,347,347.0,1.0,1.0,635.0,424.0,0.03,1.0,3.0,600.0,0.993,1.0,3.746462533507793,508,172,479
2620,507,507.0,1.0,1.0,953.0,424.0,0.03,1.0,3.0,600.0,0.993,1.0,3.723566162802785,508,221,479
2550,499,499.0,1.0,1.0,953.0,424.0,0.07,1.0,2.0,600.0,0.997,1.0,3.704890992701564,660,151,489
1634,472,472.0,1.0,1.0,635.0,424.0,0.01,4.0,4.0,400.0,0.993,1.0,3.713695311819519,473,35,489
805,179,179.0,1.0,1.0,317.0,424.0,0.07,1.0,2.0,600.0,0.997,1.0,3.799372023802432,660,6,489
2511,547,547.0,1.0,1.0,953.0,424.0,0.03,2.0,3.0,600.0,0.993,1.0,3.69493736104514,548,112,489
1667,339,339.0,1.0,1.0,635.0,424.0,0.07,1.0,2.0,600.0,0.997,1.0,3.725178423723728,660,68,489
42,152,152.0,1.0,1.0,127.0,424.0,0.01,4.0,4.0,400.0,0.993,1.0,4.049435628265509,473,43,489
263,19,19.0,1.0,1.0,127.0,424.0,0.07,1.0,2.0,600.0,0.997,1.0,4.203442890621568,660,264,489
2653,632,632.0,1.0,1.0,953.0,424.0,0.01,4.0,4.0,400.0,0.993,1.0,3.731945378816276,473,254,489
298,67,67.0,1.0,1.0,127.0,424.0,0.03,2.0,3.0,600.0,0.993,1.0,4.231315921512564,548,299,489
956,312,312.0,1.0,1.0,317.0,424.0,0.01,4.0,4.0,400.0,0.993,1.0,3.878289347660711,473,157,489
1615,387,387.0,1.0,1.0,635.0,424.0,0.03,2.0,3.0,600.0,0.993,1.0,3.6994398928161503,548,16,489
861,227,227.0,1.0,1.0,317.0,424.0,0.03,2.0,3.0,600.0,0.993,1.0,3.847531526633831,548,62,489
817,175,175.0,1.0,1.0,317.0,424.0,0.07,1.0,2.0,600.0,0.97,1.0,3.813674826037379,656,18,491
1626,335,335.0,1.0,1.0,635.0,424.0,0.07,1.0,2.0,600.0,0.97,1.0,3.7084142937577314,656,27,491
396,15,15.0,1.0,1.0,127.0,424.0,0.07,1.0,2.0,600.0,0.97,1.0,4.296394814877054,656,397,491
2448,495,495.0,1.0,1.0,953.0,424.0,0.07,1.0,2.0,600.0,0.97,1.0,3.677726225113837,656,49,491
1787,346,346.0,1.0,1.0,635.0,424.0,0.03,1.0,3.0,600.0,0.99,1.0,3.749398043765391,507,188,507
2639,506,506.0,1.0,1.0,953.0,424.0,0.03,1.0,3.0,600.0,0.99,1.0,3.728260510940956,507,240,507
58,26,26.0,1.0,1.0,127.0,424.0,0.03,1.0,3.0,600.0,0.99,1.0,4.0661469524011045,507,59,507
819,186,186.0,1.0,1.0,317.0,424.0,0.03,1.0,3.0,600.0,0.99,1.0,3.815170075331526,507,20,507
892,261,261.0,1.0,1.0,317.0,424.0,0.03,3.0,3.0,400.0,0.99,1.0,3.858234406409432,582,93,509
935,301,301.0,1.0,1.0,317.0,424.0,0.01,4.0,3.0,400.0,0.99,1.0,3.872733849540545,462,136,509
16,148,148.0,1.0,1.0,127.0,424.0,0.007,4.0,3.0,600.0,0.995,1.0,4.008239698451154,309,17,509
2592,492,492.0,1.0,1.0,953.0,424.0,0.07,1.0,2.0,400.0,0.993,1.0,3.715788575080382,653,193,509
