,id,train_seed,test_seed,train_size,test_size,v,tree_size,epochs,test_rmse,setting_id,rank,total_rank
842,890.0,1.0,1.0,1258.0,424.0,0.05,1.0,600.0,1.2393893665773066,123,75,305
424,506.0,1.0,1.0,635.0,424.0,0.05,1.0,600.0,1.29671226513231,123,41,305
101,122.0,1.0,1.0,127.0,424.0,0.05,1.0,600.0,1.913339733577694,123,102,305
605,698.0,1.0,1.0,953.0,424.0,0.05,1.0,600.0,1.2567273463121118,123,30,305
841,913.0,1.0,1.0,1258.0,424.0,0.07,1.0,400.0,1.239215448023161,146,74,306
609,721.0,1.0,1.0,953.0,424.0,0.07,1.0,400.0,1.2574874332720547,146,34,306
243,337.0,1.0,1.0,317.0,424.0,0.07,1.0,400.0,1.377560058775838,146,52,306
431,529.0,1.0,1.0,635.0,424.0,0.07,1.0,400.0,1.29842828518184,146,48,306
97,145.0,1.0,1.0,127.0,424.0,0.07,1.0,400.0,1.9065709054852888,146,98,306
633,732.0,1.0,1.0,953.0,424.0,0.07,4.0,200.0,1.263172592617954,157,58,311
438,540.0,1.0,1.0,635.0,424.0,0.07,4.0,200.0,1.3004179589506564,157,55,311
104,156.0,1.0,1.0,127.0,424.0,0.07,4.0,200.0,1.91454820114697,157,105,311
770,924.0,1.0,1.0,1258.0,424.0,0.07,4.0,200.0,1.2135627438245655,157,3,311
281,348.0,1.0,1.0,317.0,424.0,0.07,4.0,200.0,1.4141230752564764,157,90,311
111,103.0,1.0,1.0,127.0,424.0,0.03,2.0,800.0,1.9445020698499,104,112,313
464,487.0,1.0,1.0,635.0,424.0,0.03,2.0,800.0,1.3085914658970634,104,81,313
600,679.0,1.0,1.0,953.0,424.0,0.03,2.0,800.0,1.2559417822479444,104,25,313
